"Listing ID","Sts","SubType","Address","Listing Contract Date","Activation Date","Purchase Contract Date","Close Date","City","County Or Parish","Original List Price","Days In MLS","Close Price","Current Price","RATIO Close Price By Original List Price","Concessions Amount","Bedrooms Total","Buyer Financing","Bathrooms Total Integer","Above Grade Finished Area","Building Area Total","Living Area","Parking Total","Association YN","Association Fee Total Annual"
"3875439","P","TWH","2112 N Clay Street","12/05/2024","","12/10/2024","","Denver","Denver","$760,000","5","","$760,000","","","3","","3","1,661","1,661","1,661","2","Yes","$3,444.00"
"9379525","P","SFR","1448 N Williams Street","12/05/2024","2024-12-06","12/09/2024","","Denver","Denver","$725,000","4","","$725,000","","","4","","4","1,968","2,644","2,644","3","No","$0.00"
"4342594","P","TWH","2343 Decatur Street","12/05/2024","","12/09/2024","","Denver","Denver","$699,000","4","","$699,000","","","2","","4","1,502","1,502","1,502","2","No","$0.00"
"2031001","P","CON","60 Garfield Street Unit# H","12/05/2024","2024-12-05","12/30/2024","","Denver","Denver","$699,000","25","","$699,000","","","2","","2","1,153","1,353","1,153","2","Yes","$5,580.00"
"9712923","P","SFR","4828 Ceylon Way","12/05/2024","","12/23/2024","","Denver","Denver","$676,000","18","","$668,000","","","4","","3","4,030","5,078","4,030","3","Yes","$0.00"
"4474132","P","SFR","5025 W 38th Avenue","12/05/2024","","12/08/2024","","Denver","Denver","$577,000","3","","$577,000","","","2","","2","1,080","1,080","1,080","3","No","$0.00"
"5043049","P","SFR","5177 Andes Street","12/05/2024","","12/18/2024","","Denver","Denver","$435,000","5","","$435,000","","","3","","2","1,440","1,440","1,440","2","Yes","$0.00"
"3453569","P","CON","8475 E 36th Avenue Unit# 306","12/05/2024","2024-12-05","12/11/2024","","Denver","Denver","$205,513","6","","$205,513","","","2","","2","913","913","913","1","Yes","$2,532.00"
"3829337","C","SFR","785 S Ogden Street","12/05/2024","","12/07/2024","12/31/2024","Denver","Denver","$1,249,000","2","$1,254,000","$1,254,000","1.00400","0","4","Cash","3","1,062","2,124","2,124","2","No","$0.00"
"6800353","C","SFR","3350 Olive Street","12/05/2024","","12/11/2024","12/30/2024","Denver","Denver","$590,000","6","$570,000","$570,000","0.96610","0","4","Cash","2","1,105","2,210","2,060","2","No","$0.00"
"5530716","C","SFR","3420 N Adams Street","12/05/2024","2024-12-05","12/09/2024","12/23/2024","Denver","Denver","$435,000","4","$442,500","$442,500","1.01724","1,500","2","Conventional","1","700","700","700","4","No","$0.00"
"5885672","C","CON","3575 Chestnut Place Unit# 504","12/05/2024","2024-08-13","12/05/2024","12/05/2024","Denver","Denver","$240,000","0","$240,000","$240,000","1.00000","9,000","2","Conventional","1","674","674","674","0","Yes","$3,454.20"
"6361529","W","SFR","1031 S Pennsylvania Street","12/05/2024","","","","Denver","Denver","$800,000","12","","$800,000","","","2","","1","1,141","1,520","1,520","2","No","$0.00"
"6393061","A","SFR","1192 Lost Elk Loop","12/05/2024","2024-12-05","","","Castle Rock","Douglas","$1,850,000","30","","$1,850,000","","","4","","4","2,606","5,213","4,232","3","Yes","$6,420.00"
"3300386","A","SFR","6987 Esperanza Drive","12/05/2024","2024-12-05","","","Castle Pines","Douglas","$999,000","30","","$999,000","","","4","","4","2,974","4,888","3,874","3","Yes","$2,280.00"
"8655217","A","SFR","1563 Baguette Drive","12/05/2024","","","","Castle Rock","Douglas","$996,000","30","","$996,000","","","6","","5","3,288","4,919","4,588","5","Yes","$1,200.00"
"7747778","A","SFR","3845 Timeless Drive","12/05/2024","","","","Castle Rock","Douglas","$975,000","30","","$969,900","","","6","","5","3,532","5,348","5,190","3","Yes","$1,036.00"
"8282235","A","SFR","9943 Cottoncreek Drive","12/05/2024","2024-12-05","","","Highlands Ranch","Douglas","$950,000","30","","$950,000","","","6","","4","2,770","4,121","3,770","3","Yes","$660.00"
"9909463","A","SFR","4875 Saddle Iron Road","12/05/2024","","","","Castle Rock","Douglas","$898,000","30","","$898,000","","","4","","4","3,228","4,633","3,228","3","Yes","$1,800.00"
"4823148","A","SFR","3589 Rucksack Court","12/05/2024","2024-12-05","","","Castle Rock","Douglas","$869,900","30","","$869,900","","","5","","4","2,721","4,012","2,721","3","Yes","$1,200.00"
"6063204","A","SFR","16025 Stringhalt Way","12/05/2024","2024-12-05","","","Parker","Douglas","$769,000","30","","$759,000","","","5","","3","2,821","4,250","2,821","2","Yes","$936.00"
"8718364","A","SFR","14104 Black Sedge Circle","12/05/2024","","","","Parker","Douglas","$742,885","30","","$722,000","","","5","","3","2,728","3,758","2,728","2","Yes","$1,200.00"
"9730923","A","SFR","18261 Field Mint Point","12/05/2024","","","","Parker","Douglas","$721,265","30","","$694,000","","","5","","3","2,680","3,761","2,680","2","Yes","$1,200.00"
"9795582","A","SFR","10869 Brooklawn Road","12/05/2024","","","","Highlands Ranch","Douglas","$655,000","30","","$649,000","","","3","","3","1,972","2,682","1,972","2","Yes","$1,152.00"
"2818947","A","SFR","8967 Larose Court","12/05/2024","2024-12-05","","","Parker","Douglas","$630,000","30","","$619,000","","","3","","3","1,906","2,752","1,906","2","Yes","$1,104.00"
"9594154","A","TWH","8421 Galvani Trail Unit# E","12/05/2024","","","","Littleton","Douglas","$600,000","30","","$589,900","","","2","","3","1,248","1,248","1,248","2","Yes","$600.00"
"3762511","A","TWH","199 Whitehaven Circle","12/05/2024","","","","Highlands Ranch","Douglas","$555,000","30","","$555,000","","","2","","3","1,730","1,730","1,730","2","Yes","$4,392.00"
"7259074","A","SFR","7816 Elmwood Street","12/05/2024","2024-12-05","","","Littleton","Douglas","$544,900","30","","$544,900","","","3","","2","1,129","1,609","1,571","2","No","$0.00"
"4052870","P","SFR","547 Cinnabar Lane","12/05/2024","2024-12-05","12/18/2024","","Castle Rock","Douglas","$925,000","13","","$900,000","","","5","","5","3,207","4,638","4,503","3","Yes","$1,200.00"
"6152177","P","SFR","9609 Golden Eagle Drive","12/05/2024","2024-12-05","12/10/2024","","Highlands Ranch","Douglas","$850,000","5","","$850,000","","","5","","4","2,717","3,756","3,517","2","Yes","$684.00"
"3662459","P","SFR","8742 Larch Trail","12/05/2024","2024-12-05","12/28/2024","","Parker","Douglas","$830,000","23","","$830,000","","","5","","3","2,977","4,401","2,977","3","Yes","$348.00"
"8518476","P","SFR","1025 Bramblewood Drive","12/05/2024","","12/12/2024","","Castle Pines","Douglas","$725,000","7","","$725,000","","","2","","2","2,233","3,769","2,233","2","Yes","$3,900.28"
"1980914","P","SFR","22333 Quail Run Way","12/05/2024","2024-12-05","12/12/2024","","Parker","Douglas","$650,000","7","","$650,000","","","5","","4","2,474","3,139","3,074","3","Yes","$1,068.00"
"3620206","P","SFR","2090 Candleglow Street","12/05/2024","","12/09/2024","","Castle Rock","Douglas","$635,000","4","","$635,000","","","4","","4","2,016","2,848","2,530","2","Yes","$1,100.00"
"7809614","P","SFR","11874 Barrentine Loop","12/05/2024","","12/15/2024","","Parker","Douglas","$575,000","10","","$575,000","","","2","","2","1,525","3,050","1,525","2","Yes","$1,500.00"
"7707963","P","CON","3301 Cascina Circle Unit# C","12/05/2024","","12/22/2024","","Highlands Ranch","Douglas","$539,000","17","","$539,000","","","2","","2","1,606","1,606","1,606","2","Yes","$5,232.00"
"1996606","P","SFR","8736 Starwood Lane","12/05/2024","2024-12-05","12/08/2024","","Parker","Douglas","$525,000","3","","$525,000","","","3","","3","1,364","1,762","1,364","2","No","$0.00"
"3512859","P","TWH","1231 Carlyle Park Circle","12/05/2024","","12/18/2024","","Highlands Ranch","Douglas","$420,000","13","","$420,000","","","2","","2","1,079","1,079","1,079","1","Yes","$4,872.00"
"9612609","P","CON","9142 Lodestar Lane Unit# 207","12/05/2024","","12/09/2024","","Parker","Douglas","$360,000","4","","$360,000","","","2","","2","1,180","1,180","1,180","1","Yes","$4,432.00"
"7244091","P","CON","466 Black Feather Loop Unit# 510","12/05/2024","","12/09/2024","","Castle Rock","Douglas","$350,000","4","","$350,000","","","2","","2","1,320","1,320","1,320","2","Yes","$4,092.00"
"4763304","C","TWH","3965 Nordland Trail","12/05/2024","2024-12-05","12/06/2024","01/03/2025","Castle Rock","Douglas","$475,000","1","$478,000","$478,000","1.00632","0","3","VA","3","1,583","1,583","1,583","2","Yes","$3,768.00"
"8659949","W","SFR","20838 Parliament Court","12/05/2024","2024-12-10","","","Parker","Douglas","$650,000","0","","$650,000","","","4","","3","2,352","3,082","2,352","3","Yes","$844.00"
"5387387","X","SFR","6398 Lost Canyon Ranch Road","12/05/2024","2024-12-05","","","Castle Rock","Douglas","$1,350,000","18","","$1,350,000","","","5","","5","4,132","5,408","5,343","5","Yes","$948.00"
"4595366","A","SFR","2127 Helen Court","12/05/2024","","","","Parker","Elbert","$850,000","30","","$850,000","","","3","","3","2,004","2,004","2,004","2","No","$0.00"
"2602261","A","SFR","22 Rangeview Drive","12/05/2024","","","","Wheat Ridge","Jefferson","$1,675,000","30","","$1,675,000","","","5","","3","3,337","3,337","3,337","7","No","$0.00"
"2703598","A","SFR","2262 Ammons Street","12/05/2024","2024-12-05","","","Lakewood","Jefferson","$1,390,000","30","","$1,370,000","","","4","","3","1,616","3,075","2,709","6","No","$0.00"
"7095434","A","SFR","3810 Urban Street","12/05/2024","2024-12-05","","","Wheat Ridge","Jefferson","$1,195,000","30","","$1,195,000","","","4","","4","2,751","5,466","2,751","3","No","$0.00"
"8908566","A","SFR","9821 S Flower Court","12/05/2024","","","","Littleton","Jefferson","$924,000","30","","$895,000","","","3","","2","2,167","3,815","2,167","4","Yes","$660.00"
"9253705","A","SFR","17939 W 94th Drive","12/05/2024","","","","Arvada","Jefferson","$855,000","30","","$855,000","","","4","","3","2,544","3,736","2,544","3","Yes","$0.00"
"9709058","A","SFR","8467 Pierson Court","12/05/2024","2024-12-05","","","Arvada","Jefferson","$800,000","30","","$800,000","","","4","","4","1,957","2,691","2,691","3","Yes","$1,080.00"
"1879881","A","SFR","2684 S Kline Circle","12/05/2024","","","","Lakewood","Jefferson","$750,000","30","","$750,000","","","5","","3","1,835","3,637","3,277","2","Yes","$726.00"
"5199575","A","SFR","13757 Wamblee Trail","12/05/2024","2024-12-05","","","Conifer","Jefferson","$725,000","30","","$725,000","","","4","","3","2,755","2,755","2,755","2","No","$0.00"
"4035807","A","SFR","17030 W 11th Place","12/05/2024","2024-12-06","","","Golden","Jefferson","$725,000","30","","$725,000","","","4","","2","1,447","2,053","1,447","1","No","$0.00"
"9377964","A","SFR","6487 High Drive","12/05/2024","","","","Morrison","Jefferson","$735,000","30","","$720,000","","","3","","3","1,179","1,775","1,775","2","No","$0.00"
"8573729","A","SFR","12038 W New Mexico Avenue","12/05/2024","","","","Lakewood","Jefferson","$740,000","30","","$720,000","","","5","","3","1,197","2,394","1,197","2","No","$0.00"
"5700609","A","SFR","8543 W Arizona Drive","12/05/2024","2024-12-12","","","Lakewood","Jefferson","$700,000","30","","$700,000","","","5","","2","1,606","2,857","2,857","3","No","$0.00"
"8329377","A","SFR","7650 W 26th Avenue","12/05/2024","","","","Lakewood","Jefferson","$675,000","30","","$675,000","","","3","","2","1,698","1,698","1,698","8","No","$0.00"
"1840001","A","SFR","7420 W Caley Drive","12/05/2024","","","","Littleton","Jefferson","$630,000","30","","$630,000","","","3","","3","1,645","2,266","1,955","3","Yes","$25.00"
"7298730","A","SFR","8207 Ames Way","12/05/2024","","","","Arvada","Jefferson","$600,000","30","","$600,000","","","4","","2","1,040","2,066","2,066","3","No","$0.00"
"6828750","A","SFR","7761 W Ottawa Place","12/05/2024","","","","Littleton","Jefferson","$600,000","30","","$600,000","","","4","","2","1,004","1,935","1,935","2","Yes","$27.00"
"3429030","A","CON","4845 Silver Spruce Lane","12/05/2024","2024-12-05","","","Evergreen","Jefferson","$595,000","20","","$595,000","","","3","","3","1,312","1,562","1,312","2","Yes","$4,680.00"
"3598578","A","SFR","9552 Field Court","12/05/2024","2024-12-05","","","Broomfield","Jefferson","$575,000","30","","$569,900","","","4","","2","1,764","1,764","1,764","2","No","$0.00"
"4791072","A","TWH","997 S Miller Way","12/05/2024","","","","Lakewood","Jefferson","$410,000","22","","$410,000","","","3","","2","1,326","1,326","1,326","2","Yes","$7,440.00"
"6921051","A","CON","8341 S Upham Way Unit# 105","12/05/2024","","","","Littleton","Jefferson","$319,973","30","","$319,973","","","2","","1","860","860","860","1","Yes","$4,160.28"
"7570705","A","CON","3643 S Sheridan Boulevard Unit# 18","12/05/2024","2024-12-05","","","Denver","Jefferson","$229,000","30","","$224,000","","","2","","1","808","808","808","2","Yes","$3,228.00"
"6153693","A","CON","1723 Robb Street Unit# 20","12/05/2024","","","","Lakewood","Jefferson","$220,000","30","","$220,000","","","2","","1","800","800","800","1","Yes","$5,400.00"
"4810325","P","SFR","8959 Hillview Road","12/05/2024","2024-12-05","12/17/2024","","Morrison","Jefferson","$1,295,000","12","","$1,295,000","","","5","","3","2,324","3,087","3,009","11","No","$0.00"
"6563733","P","SFR","6579 Poppy Street","12/05/2024","","12/08/2024","","Arvada","Jefferson","$899,900","3","","$899,900","","","5","","4","2,935","4,374","3,990","3","Yes","$840.00"
"3993672","P","SFR","9255 Dunraven Loop","12/05/2024","2024-12-05","12/30/2024","","Arvada","Jefferson","$799,900","25","","$799,900","","","3","","3","2,498","3,838","2,498","3","Yes","$0.00"
"6821373","P","SFR","2535 Field Street","12/05/2024","2024-12-05","12/11/2024","","Lakewood","Jefferson","$795,000","6","","$795,000","","","3","","2","1,800","1,800","1,800","4","No","$0.00"
"6172351","P","SFR","10610 W Saratoga Place","12/05/2024","2024-12-05","12/10/2024","","Littleton","Jefferson","$630,000","5","","$630,000","","","3","","2","1,623","1,623","1,623","2","No","$0.00"
"8201319","P","SFR","5570 Holland Drive","12/05/2024","","12/09/2024","","Arvada","Jefferson","$480,000","4","","$480,000","","","3","","1","1,005","1,005","1,005","2","No","$0.00"
"3364509","P","CON","8449 W Dakota Avenue Unit# B","12/05/2024","","12/20/2024","","Lakewood","Jefferson","$425,000","15","","$425,000","","","2","","2","1,154","1,154","1,154","1","Yes","$3,708.00"
"7870137","C","SFR","2189 S Field Way","12/05/2024","","12/08/2024","12/30/2024","Lakewood","Jefferson","$785,000","3","$775,000","$775,000","0.98726","0","4","Conventional","3","1,412","2,824","1,412","2","No","$0.00"
"5059527","C","SFR","6347 W 61st Place","12/05/2024","","12/12/2024","01/02/2025","Arvada","Jefferson","$750,000","7","$750,000","$750,000","1.00000","0","4","Conventional","4","1,414","2,528","2,313","1","No","$0.00"
"1521203","C","TWH","2623 S Orchard Street","12/05/2024","2024-12-05","12/05/2024","12/23/2024","Lakewood","Jefferson","$690,000","0","$715,000","$715,000","1.03623","5,000","3","Cash","3","1,692","2,076","1,692","2","Yes","$2,350.00"
"7705066","C","SFR","2206 S Devinney Street","12/05/2024","","12/11/2024","12/31/2024","Lakewood","Jefferson","$669,000","6","$670,000","$670,000","1.00149","500","4","Conventional","2","1,026","2,032","2,032","2","No","$0.00"
"5120914","C","SFR","5274 S Hatch Drive","12/05/2024","","12/11/2024","12/31/2024","Evergreen","Jefferson","$550,000","6","$550,000","$550,000","1.00000","10,000","2","Conventional","2","840","1,344","1,344","6","No","$0.00"
"4555807","C","TWH","12010 W 52nd Place Unit# 6","12/05/2024","2024-12-05","12/07/2024","12/20/2024","Arvada","Jefferson","$495,000","2","$510,100","$510,100","1.03051","0","3","Cash","4","1,470","2,181","2,100","2","Yes","$3,420.00"
"7333543","C","SFR","6425 Jay Street","12/05/2024","","12/19/2024","12/30/2024","Arvada","Jefferson","$570,000","14","$510,000","$510,000","0.89474","0","5","FHA","3","2,070","2,850","2,070","2","No","$0.00"
"2657309","C","SFR","4020 Newman Street","12/05/2024","","12/09/2024","01/03/2025","Wheat Ridge","Jefferson","$450,000","4","$450,000","$450,000","1.00000","12,450","5","Conventional","2","972","1,944","972","1","No","$0.00"
"8112752","C","TWH","14585 W 91st Avenue Unit# B","12/05/2024","","12/16/2024","12/30/2024","Arvada","Jefferson","$499,900","11","$444,900","$444,900","0.88998","19,445","2","FHA","3","1,266","1,266","1,266","2","Yes","$948.00"
"8290652","W","SFR","32651 Buffalo Creek Road","12/05/2024","2024-12-06","","","Evergreen","Jefferson","$2,999,999","27","","$2,999,999","","","4","","4","3,034","3,982","3,982","4","No","$0.00"
"4524381","W","SFR","32217 Buffalo Park Road","12/05/2024","2024-12-05","","","Evergreen","Jefferson","$1,625,000","22","","$1,625,000","","","5","","6","3,726","5,552","5,287","6","No","$0.00"
"4881310","A","SFR","920 Home Farm Circle","12/06/2024","","","","Westminster","Adams","$799,000","19","","$799,000","","","3","","4","2,452","3,536","2,452","3","Yes","$1,314.00"
"8157123","A","SFR","5233 E 140th Place","12/06/2024","","","","Thornton","Adams","$736,200","29","","$736,200","","","3","","3","1,881","3,762","3,081","3","Yes","$660.00"
"6488443","A","SFR","7193 E 126th Avenue","12/06/2024","","","","Thornton","Adams","$649,950","29","","$661,950","","","4","","3","1,973","1,973","1,973","3","Yes","$1,008.00"
"9443725","A","SFR","6993 E 126th Avenue","12/06/2024","","","","Thornton","Adams","$634,950","29","","$652,950","","","3","","3","2,427","2,427","2,427","2","Yes","$1,008.00"
"6703342","A","SFR","12296 Kalispell Street","12/06/2024","2024-12-07","","","Commerce City","Adams","$650,000","29","","$650,000","","","4","","4","2,516","3,709","3,608","3","Yes","$396.00"
"8051455","A","SFR","7063 E 126th Avenue","12/06/2024","","","","Thornton","Adams","$629,950","29","","$646,950","","","4","","3","2,199","2,199","2,199","3","Yes","$1,008.00"
"6825610","A","SFR","7163 E 126th Avenue","12/06/2024","","","","Thornton","Adams","$603,950","29","","$620,950","","","3","","3","1,831","1,831","1,831","3","Yes","$1,008.00"
"2153928","A","SFR","4680 Hopper Place","12/06/2024","","","","Brighton","Adams","$615,000","29","","$615,000","","","4","","2","1,931","3,758","1,931","3","Yes","$500.00"
"4289827","A","SFR","328 Beldock Street","12/06/2024","","","","Brighton","Adams","$595,000","29","","$595,000","","","3","","3","2,574","3,623","2,574","3","Yes","$816.00"
"5511087","A","SFR","7033 E 126th Avenue","12/06/2024","","","","Thornton","Adams","$578,950","29","","$594,950","","","3","","2","1,422","1,422","1,422","3","Yes","$1,008.00"
"6394706","A","SFR","21185 E 62nd Avenue","12/06/2024","","","","Aurora","Adams","$570,000","29","","$585,000","","","3","","3","1,867","2,392","1,867","2","Yes","$1,800.00"
"6920787","A","SFR","244 Chipeta Way","12/06/2024","","","","Lochbuie","Adams","$550,000","29","","$550,000","","","4","","3","2,552","2,552","2,552","2","No","$0.00"
"2992279","A","SFR","10633 Racine Court","12/06/2024","2024-12-09","","","Commerce City","Adams","$480,000","29","","$474,990","","","2","","2","1,556","2,578","1,556","2","Yes","$0.00"
"4135526","A","SFR","341 Maple Street","12/06/2024","","","","Bennett","Adams","$455,000","26","","$445,000","","","3","","3","1,871","1,871","1,871","2","Yes","$540.00"
"5610272","A","TWH","2105 Coronado Parkway Unit# C","12/06/2024","","","","Denver","Adams","$325,000","29","","$325,000","","","2","","2","1,088","1,088","1,088","1","Yes","$4,440.00"
"1771399","A","TWH","8047 Wolff Street Unit# B","12/06/2024","","","","Westminster","Adams","$275,000","29","","$275,000","","","3","","2","1,106","1,106","1,106","2","Yes","$6,132.00"
"6501653","P","SFR","21132 E 63rd Drive","12/06/2024","","12/13/2024","","Aurora","Adams","$609,900","7","","$609,900","","","4","","3","2,192","2,897","2,192","2","Yes","$1,800.00"
"9761437","P","SFR","18837 E 99th Avenue","12/06/2024","","12/07/2024","","Commerce City","Adams","$550,000","1","","$550,000","","","4","","3","2,556","2,556","2,556","2","Yes","$720.00"
"3200439","P","SFR","12801 Monroe Street","12/06/2024","","12/18/2024","","Thornton","Adams","$499,000","12","","$499,000","","","4","","2","1,645","2,170","2,145","2","No","$0.00"
"7336757","P","SFR","1772 Biscay Street","12/06/2024","2024-12-06","12/30/2024","","Aurora","Adams","$450,000","24","","$450,000","","","4","","2","1,670","1,670","1,670","2","No","$0.00"
"3443096","P","SFR","8611 Rainbow Avenue","12/06/2024","2024-12-06","12/06/2024","","Denver","Adams","$399,000","0","","$399,000","","","0","","1","925","1,850","925","1","No","$0.00"
"8659702","P","SFR","7711 King Street","12/06/2024","2024-12-06","12/16/2024","","Westminster","Adams","$375,000","6","","$375,000","","","2","","1","936","1,872","1,217","2","No","$0.00"
"5962286","P","TWH","10411 Truckee Street Unit# A","12/06/2024","2024-12-06","12/22/2024","","Commerce City","Adams","$375,000","16","","$375,000","","","2","","2","1,348","1,348","1,348","2","Yes","$4,620.00"
"4495614","C","SFR","10789 Troy Street","12/06/2024","2024-12-06","12/10/2024","12/30/2024","Commerce City","Adams","$560,000","4","$550,000","$550,000","0.98214","0","3","Conventional","3","2,165","3,013","2,165","2","No","$0.00"
"2166915","C","SFR","10439 King Circle","12/06/2024","","12/09/2024","12/24/2024","Westminster","Adams","$524,973","3","$530,000","$530,000","1.00958","8,000","4","Conventional","2","1,000","2,000","2,000","2","No","$0.00"
"3177896","C","SFR","7458 Canosa Court","12/06/2024","","12/09/2024","12/31/2024","Westminster","Adams","$390,000","3","$400,000","$400,000","1.02564","0","4","Conventional","2","1,215","2,430","2,430","1","No","$0.00"
"9271857","W","SFR","8520 Circle Drive","12/06/2024","","","","Westminster","Adams","$399,900","13","","$399,900","","","3","","1","1,132","1,132","1,132","2","No","$0.00"
"3869832","X","SFR","5957 N Liverpool Street","12/06/2024","2024-12-06","","","Aurora","Adams","$480,000","12","","$480,000","","","3","","3","1,721","2,374","1,721","4","Yes","$1,620.00"
"7036517","A","SFR","9650 Poundstone Place","12/06/2024","","","","Greenwood Village","Arapahoe","$2,195,000","29","","$2,195,000","","","4","","4","3,363","6,694","5,843","2","No","$0.00"
"8301198","A","SFR","4960 S Lipan Drive","12/06/2024","2024-12-06","","","Englewood","Arapahoe","$1,999,998","29","","$1,999,998","","","8","","7","4,544","6,088","6,088","10","No","$0.00"
"3985287","A","SFR","23541 E Portland Way","12/06/2024","","","","Aurora","Arapahoe","$624,900","29","","$624,900","","","3","","3","1,738","2,580","1,738","2","Yes","$1,231.00"
"4524423","A","SFR","2477 S Oakland Circle","12/06/2024","","","","Aurora","Arapahoe","$559,000","29","","$557,000","","","3","","4","1,973","2,653","2,623","2","No","$0.00"
"1800252","A","SFR","1325 Lima Street","12/06/2024","","","","Aurora","Arapahoe","$550,000","29","","$550,000","","","6","","3","1,365","2,295","2,295","5","No","$0.00"
"2220357","A","SFR","21620 E Crestline Lane","12/06/2024","","","","Centennial","Arapahoe","$529,900","29","","$527,900","","","3","","3","1,492","1,986","1,492","2","Yes","$630.00"
"5092208","A","SFR","1446 Jamaica Street","12/06/2024","2024-12-13","","","Aurora","Arapahoe","$525,000","29","","$525,000","","","5","","3","1,467","2,034","2,034","6","No","$0.00"
"4316954","A","SFR","17863 E Prentice Drive","12/06/2024","","","","Centennial","Arapahoe","$529,900","29","","$519,900","","","3","","3","1,254","2,054","2,054","2","Yes","$66.50"
"9380508","A","SFR","19025 E Bethany Place","12/06/2024","","","","Aurora","Arapahoe","$499,000","29","","$497,000","","","3","","2","1,242","2,484","1,242","2","No","$0.00"
"9228905","A","SFR","3658 S Norfolk Way","12/06/2024","","","","Aurora","Arapahoe","$495,000","29","","$493,000","","","3","","2","1,120","2,240","1,568","2","No","$0.00"
"3086629","A","SFR","18784 E Linvale Place","12/06/2024","","","","Aurora","Arapahoe","$489,000","29","","$487,000","","","3","","2","1,090","1,601","1,498","2","Yes","$780.00"
"2121221","A","SFR","16032 E Floyd Avenue","12/06/2024","","","","Aurora","Arapahoe","$474,900","29","","$472,900","","","4","","1","1,374","2,040","1,374","2","No","$0.00"
"8835093","A","SFR","435 S 2nd Avenue","12/06/2024","","","","Deer Trail","Arapahoe","$468,850","29","","$468,850","","","6","","3","1,480","2,994","2,912","5","No","$0.00"
"9545134","A","TWH","2904 S Scranton Street","12/06/2024","2024-12-06","","","Aurora","Arapahoe","$450,000","29","","$450,000","","","3","","3","1,461","2,217","1,849","2","Yes","$4,199.16"
"9397373","A","SFR","4612 S Pagosa Circle","12/06/2024","2024-12-06","","","Aurora","Arapahoe","$450,000","29","","$450,000","","","2","","2","898","898","898","1","No","$0.00"
"5819612","A","TWH","11895 E Cornell Circle","12/06/2024","2024-12-06","","","Aurora","Arapahoe","$450,000","29","","$440,000","","","4","","4","1,577","2,487","2,487","1","Yes","$4,440.00"
"4925465","A","CON","8673 E Dry Creek Road Unit# 1022, Bldg 10","12/06/2024","","","","Englewood","Arapahoe","$417,000","29","","$417,000","","","2","","2","1,147","1,147","1,147","2","Yes","$5,400.00"
"8588334","A","CON","13950 E Oxford Place Unit# B202","12/06/2024","","","","Aurora","Arapahoe","$315,000","29","","$315,000","","","2","","2","1,242","1,242","1,242","1","Yes","$5,028.00"
"3096740","A","CON","909 S Dawson Way Unit# 7","12/06/2024","","","","Aurora","Arapahoe","$210,777","29","","$207,777","","","1","","1","574","574","574","2","Yes","$3,060.00"
"7276789","A","CON","4656 S Dillon Court Unit# H","12/06/2024","2024-12-06","","","Aurora","Arapahoe","$200,000","29","","$200,000","","","1","","1","544","544","544","1","Yes","$3,000.00"
"4538310","P","SFR","6867 S Elizabeth Street","12/06/2024","2024-12-06","12/08/2024","","Centennial","Arapahoe","$899,900","2","","$899,900","","","4","","3","2,152","3,062","3,000","2","Yes","$180.00"
"4093121","P","SFR","4455 S Delaware Street","12/06/2024","","12/26/2024","","Englewood","Arapahoe","$725,000","20","","$725,000","","","6","","3","1,512","2,520","2,520","4","No","$0.00"
"8391781","P","SFR","3978 S Malta Court","12/06/2024","2024-12-06","12/30/2024","","Aurora","Arapahoe","$646,500","24","","$614,500","","","4","","3","2,314","2,974","2,314","3","Yes","$800.00"
"5698716","P","SFR","11191 E Harvard Drive","12/06/2024","2024-12-06","01/01/2025","","Aurora","Arapahoe","$569,900","7","","$569,900","","","5","","4","2,040","2,882","2,461","2","No","$0.00"
"5437854","P","SFR","19695 E Amherst Drive","12/06/2024","","12/17/2024","","Aurora","Arapahoe","$525,000","11","","$525,000","","","5","","3","1,393","2,080","2,025","2","No","$0.00"
"2037018","P","SFR","17826 E Ada Drive","12/06/2024","","12/12/2024","","Aurora","Arapahoe","$499,900","6","","$499,900","","","5","","3","1,118","2,203","2,203","2","No","$0.00"
"3839553","P","SFR","904 S Oakland Court","12/06/2024","","12/21/2024","","Aurora","Arapahoe","$489,000","15","","$489,000","","","3","","3","1,334","1,958","1,334","5","No","$0.00"
"6569443","P","SFR","5386 S Elmwood Street","12/06/2024","2024-12-06","12/09/2024","","Littleton","Arapahoe","$475,000","3","","$475,000","","","3","","1","976","976","976","2","No","$0.00"
"6062323","C","TWH","2839 W Davies Drive","12/06/2024","","12/09/2024","12/23/2024","Littleton","Arapahoe","$515,000","3","$515,000","$515,000","1.00000","10,000","3","Conventional","3","2,062","2,062","2,062","2","Yes","$3,480.00"
"5828762","C","SFR","3675 S Himalaya Court","12/06/2024","","12/10/2024","01/01/2025","Aurora","Arapahoe","$475,000","4","$490,000","$490,000","1.03158","14,700","3","Conventional","3","1,469","1,469","1,469","2","Yes","$440.00"
"8354853","C","SFR","1024 Florence Street","12/06/2024","","12/08/2024","12/30/2024","Aurora","Arapahoe","$425,000","2","$440,000","$440,000","1.03529","5,026","4","Conventional","2","839","1,678","1,594","2","No","$0.00"
"5580860","C","SFR","5538 S Foresthill Street","12/06/2024","2024-12-06","12/14/2024","12/27/2024","Littleton","Arapahoe","$450,000","8","$430,000","$430,000","0.95556","5,000","2","Cash","1","858","986","858","1","No","$0.00"
